"celltype","ID","Description","NES","pvalue","p.adjust","qvalue","setSize","core_enrichment"
"CD1C_DC","GO:0001816","cytokine production",-1.74938693040678,1.52806091721245e-07,6.28033036974317e-05,4.42176706988991e-05,381,"FCN1/HLA-DPA1/BTN2A1/MORC3/SETD2/IRAK3/HMGB2/CCR7/XAF1/PSMB3/NOD2/DICER1/IFNGR1/CLEC4A/HDAC9/MAP2K5/NPLOC4/IL27RA/NR4A3/ALOX5/ATF4/HLA-A/IL18/TRAF3IP3/NLRC4/ZC3HAV1/RELA/ZBTB1/CD47/C3AR1/HLA-B/SORL1/TNFRSF14/SRGN/BCL6/GPR65/PNP/CREB1/IL15/ZNF131/ILRUN/CD2/RELB/OAS1/CASP1/IRF4/HAVCR2/FCGR2B/JAK2/FCGR1A/POU2F2/OSM/RNF125/CCL3/CXCL8/PSMA4/PTGER4/VSIR/GBP1/HIF1A/RIPK2/PLAGL1/PML/IFI16/PTPRC/DDX3X/MALT1/LILRA4/TLR8/OAS2/ADAM10/OAS3/RNF135/JAK3/FCGR2A/CARD16/IL1B/PRNP/CEBPB/FOSL2/IL4R/PDE4B/LAPTM5/SMAD3/CLEC7A/LITAF/DHX58/PER1/BCL3/BCL10/NFKBIA/LTBR/IRF1/DDIT3/TLR5/MEFV/KLF4/TNFAIP3/EGR1/HLA-E/PTGS2/JUN/NAIP/GBP5/EIF2AK2/RSAD2/ZFP36/STAT3/CD55/CLEC12A/EREG"
"CD14_CD163_macrophage","GO:1901652","response to peptide",-1.6846482990126,3.16371503360768e-07,8.58632260121123e-05,6.22345425356749e-05,475,"RC3H1/IFNGR1/IKBKE/PTPN1/NSMAF/YTHDF3/RNF113A/IFNAR2/GBP3/IL1RN/PSMC2/CALM1/APPL1/CD38/GPR35/PSMC5/SIN3A/PSMA1/SP100/NFKB2/IL18/PSME1/ETV3/CCL4/YBX3/RIPK1/PDE12/RBMX/GAPDH/RIPOR1/TANK/STAT4/TRAF1/IL12RB1/IL10RA/JAK2/PTPRC/CCR2/RO60/CISH/IFNG/HDAC4/RELB/TIFA/IRAK3/PIM1/NFE2L2/PSMB7/TNFRSF1B/RFFL/IFIH1/LIMS1/PSMC4/CSF2RB/CFL1/CX3CR1/TTLL12/USP10/CALCOCO2/GCH1/ANXA4/GIGYF2/DDOST/CD40/STAT1/NFKBIZ/CYLD/VRK2/CASP8/PSMA4/SAMHD1/OSM/BCL2L1/GBP1/KYNU/KLF2/TAX1BP1/BCL2/ABCA1/UGCG/SH2B3/PSMD1/CALR/GBP5/METTL3/CXCR4/BIRC3/TPR/MCL1/TRADD/PSMD12/IFI27/CD74/SOCS3/PLSCR1/SOCS1/FADD/CREB1/CCR1/MAP2K5/ZFP36L2/REL/EGR1/ADRM1/SOS1/STAT3/IRF1/IFIT5/KLF4/PTPN2/TNFRSF4/PARP9/FAS/NUB1/CXCL10/XBP1/TBK1/ERBIN/EIF5A/TAF9/IL10RB/ITGA4/GBP4/CXCL8/ZFP36/IL15/IL1B/FOS/PNPT1/HLA-DPA1/ADIPOR2/NAIP/CCL3L1/IL1R2/NFKBIA/TNFAIP3/CCL3/DUSP1/PADI2"
"IFN_activated_DC","GO:0019221","cytokine-mediated signaling pathway",-1.7775270409994,1.48621205336483e-06,0.000237344840315813,0.000215638979096819,230,"OASL/UGCG/FADD/IL23A/IL2RG/HCLS1/TRAF6/COMMD7/TRIM41/NSMAF/NR1H2/JAK1/ISG15/CDC37/ACTN4/HDAC4/YTHDF2/EIF5A/TBK1/TNFRSF4/AGPAT2/BIRC2/FCER1G/SH2B3/PTPRJ/SOS1/STAT2/CD74/USP18/PTPN1/MKKS/SP100/IL4R/RPS6KA5/TRAF3/PTPN11/RAF1/SHARPIN/KRAS/WBP1L/TP53/SOCS2/CASP4/OXSR1/IL12RB1/ILK/ADIPOR1/GPR25/VRK2/LIMS1/SOCS1/UBE2K/IL10RA/TNFRSF1B/TMSB4X/TRAF1/STAT3/NLRC5/TANK/PLP2/FAS/TTLL12/YTHDF3/CASP1/SIN3A/CXCR3/JAK2/NFKB1/NFKBIA/CHUK/IL18R1/ZBP1/BIRC3/CCL5/SOCS4/CASP8/TOLLIP/IKBKB/CXCR4/TRADD/CISH/EDA/IFI27/TNFSF13B/SOCS3/OSM/NFKBIZ/TNFAIP3"
"CD14_CD163_macrophage","GO:0001816","cytokine production",-1.6559845928099,1.05127224020939e-06,0.000267483080618277,0.000193874466770714,448,"MUL1/ARRB1/MAPK13/PSMA2/ARNT/PSMA5/MORC3/IL18RAP/IFI16/EIF2AK2/TRAF6/ZC3HAV1/SULF2/NFAM1/CD47/RPS6KA5/LAMTOR5/CLU/ZBTB17/PSMB10/HAVCR2/RBX1/F2R/RUNX1/FCGR3A/PIBF1/ZNF683/TLR7/IFNGR1/IKBKE/APPL1/UBA5/PSMA1/RAB1A/IL18/CARD11/BCL3/BTN3A1/HMGB1/BSG/RIPK1/TLR5/FOSL2/GAPDH/TANK/IL12RB1/SMAD3/JAK2/PTPRC/CCR2/PRNP/TSPO/BCL10/ITCH/IFNG/DDX3X/TIGIT/ZBTB45/CD86/RELB/IRAK3/ZBTB20/PPHLN1/KLHL22/HLA-B/CD55/TNFRSF1B/CHID1/IFIH1/CX3CR1/LRRK2/ANXA4/PARK7/STAT1/ARFGEF2/CYLD/TLR1/ATF4/CASP8/PSMA4/RNF135/ILRUN/OSM/RIPK2/GBP1/KLF2/BTN2A1/GBP5/PDE4B/HLA-E/ZBTB1/PLCG2/LTBR/IL32/MYB/TRADD/PLAGL1/TLR6/GPATCH3/PPM1B/CD74/FFAR2/FADD/CREB1/AKAP8/MAP2K5/HLA-DRB1/ZBTB25/HLA-A/REL/EGR1/C3AR1/STAT3/HMOX1/ATG5/GPR174/IRF1/KLF4/LITAF/CLEC7A/FCN1/AKIRIN2/FCGR1A/MALT1/SLAMF6/XBP1/TBK1/PER1/ERBIN/G3BP1/ABCD2/CXCL8/ZFP36/PTPN22/TRIB2/IL15/IL1B/NLRP3/HLA-DPA1/NAIP/RORA/JUN/IL1R2/CLEC12A/NFKBIA/HLA-DPB1/TNFAIP3/CCL3"
"IFN_activated_DC","GO:0050727","regulation of inflammatory response",-1.90651411486374,1.90265747803132e-06,0.000287038660891027,0.000260788158333245,156,"CASP4/HLA-DRB1/CST7/GBP1/SLC39A8/RB1/CALHM2/IL10RA/TNFRSF1B/TMSB4X/TRAF1/STAT3/ARNT/CASP1/SYT11/PRKAR1A/SELENOS/JAK2/NFKB1/PRKAR2A/NFKBIA/TNIP1/IL18R1/RHBDF2/PDCD4/GBP5/PSMA6/ZBP1/RBX1/BIRC3/CCL5/RORA/AHR/NKG7/ZDHHC5/TRADD/GZMK/LGALS1/OSM/CD69/NFKBIZ/CD47/NEAT1/FUT7/TNFAIP3"
"CD1C_DC","GO:0001817","regulation of cytokine production",-1.71859938748743,8.13155011576529e-07,0.000300786038782158,0.000211773222596245,379,"FCN1/HLA-DPA1/BTN2A1/MORC3/SETD2/IRAK3/HMGB2/CCR7/XAF1/PSMB3/NOD2/DICER1/IFNGR1/CLEC4A/HDAC9/MAP2K5/NPLOC4/IL27RA/NR4A3/ALOX5/ATF4/HLA-A/IL18/TRAF3IP3/NLRC4/ZC3HAV1/RELA/ZBTB1/CD47/C3AR1/HLA-B/SORL1/TNFRSF14/SRGN/BCL6/GPR65/PNP/CREB1/IL15/ZNF131/ILRUN/CD2/RELB/OAS1/CASP1/IRF4/HAVCR2/FCGR2B/JAK2/FCGR1A/POU2F2/OSM/RNF125/CCL3/CXCL8/PSMA4/PTGER4/VSIR/GBP1/HIF1A/RIPK2/PLAGL1/PML/IFI16/PTPRC/DDX3X/MALT1/LILRA4/TLR8/OAS2/ADAM10/OAS3/RNF135/JAK3/FCGR2A/CARD16/IL1B/PRNP/CEBPB/IL4R/PDE4B/LAPTM5/SMAD3/CLEC7A/LITAF/DHX58/PER1/BCL3/BCL10/NFKBIA/LTBR/IRF1/DDIT3/TLR5/MEFV/KLF4/TNFAIP3/EGR1/HLA-E/PTGS2/NAIP/GBP5/EIF2AK2/RSAD2/ZFP36/STAT3/CD55/CLEC12A/EREG"
"CD1C_DC","GO:0032103","positive regulation of response to external stimulus",-1.73092686728928,1.14612899237484e-06,0.000385411922072229,0.000271355429576176,329,"ADCY7/ANKRD17/NKG7/RBM47/LY86/IRAK4/KAT5/CPT1A/PRKCA/NLRP3/ZDHHC5/BMPR2/CD4/LAMP2/ZDHHC3/RASGRP4/CCL5/FCN1/GPS2/IRAK3/SLC15A3/HMGB2/SLC15A4/BRCC3/OTUD4/CCR7/PAK1/MAPK1/NOD2/VAMP8/NPLOC4/EMILIN2/CSNK1A1/IL18/TRAF3IP3/CASP4/NLRC4/ZC3HAV1/RELA/MNDA/LYPLAL1/CD47/C3AR1/PDPK1/CD300A/USF1/TRIM5/NINJ1/HEXIM1/OASL/IL15/USP15/DNM1L/LDLR/OAS1/PUM2/CASP1/PJA2/HAVCR2/CD300LF/AKIRIN1/NAGK/OSM/RNF125/CCL3/HLA-C/CXCL8/SLC46A2/PTGER4/MAP3K8/GBP1/RIPK2/NLRC5/IFI16/DDX3X/LILRA4/TLR8/ADAM10/OAS3/CTSS/RNF135/IL1B/GRN/CEBPB/PSPC1/SMAD3/CLEC7A/DHX58/TNFRSF1A/CD1D/PLSCR1/NEAT1/WDFY1/CCR1/BCL10/NFKBIA/ZBP1/IRF1/TLR5/PARP9/RIPOR2/ZNFX1/MEFV/OXSR1/DDX60/TNFAIP3/HLA-E/PTGS2/NAIP/GBP5/EIF2AK2/RSAD2/STAT3/NFKBIZ/EREG"
"IFN_activated_DC","GO:0034341","response to type II interferon",-2.18746125642022,2.90696119655922e-06,0.000392232121450026,0.000356361377504224,63,"PSMA1/NR1H2/JAK1/NUB1/CDC37/PDE12/PSMB3/CD74/PSMB9/SP100/RAF1/PSMA2/TP53/IL12RB1/GBP1/PSMB2/SEC61A1/PSMA3/CALM1/NLRC5/CASP1/JAK2/HLA-DPA1/GBP5/PSMA6/CCL5/GBP4/GCH1/CD47/PIM1"
"IFN_activated_DC","GO:0007249","canonical NF-kappaB signal transduction",-1.81881568393207,3.42085616850753e-06,0.000445654986366256,0.000404898569362427,210,"TRIM22/TMEM101/RBCK1/SQSTM1/RIPK2/BCL3/TBK1/SLCO3A1/BIRC2/LITAF/USP10/TAB2/CD74/TRIM25/PIDD1/FAF1/PER1/TRAF3/SHARPIN/ATP2C1/ERC1/REL/ILK/VAPA/SLC39A8/LIMS1/NAMPT/TMSB4X/TRAF1/RHOA/STAT3/NLRC5/PRDX4/PINK1/TANK/RHOH/CASP10/ZDHHC13/GOLT1B/CASP1/SIVA1/UBE2N/HUWE1/NFKB1/LTB/ITCH/PELI2/NFKBIA/OPTN/CHUK/TNIP1/ZC3H12A/NFAT5/FLNA/ZC3HAV1/ZDHHC17/PSMA6/PELI1/APOL3/RBX1/BIRC3/FBXO7/PIM2/CFLAR/CASP8/S100A4/RORA/RELB/IKBKB/TRADD/MTDH/EDA/LGALS1/TNFAIP3"
"IFN_activated_DC","GO:0034097","response to cytokine",-1.62869043938497,4.35666264821572e-06,0.000530950693063193,0.000482393740898472,405,"FADD/IL23A/IL2RG/HCLS1/TRAF6/COMMD7/TRIM41/PSMA1/DDOST/NSMAF/NR1H2/JAK1/NUB1/ISG15/PYHIN1/CDC37/ACTN4/ARHGEF2/PDE12/SEM1/HDAC4/YTHDF2/PSMD1/EIF5A/TBK1/TNFRSF4/AGPAT2/PSMC5/TAF9/BIRC2/FCER1G/PSMB3/USP10/SH2B3/ITGA4/PTPRJ/SOS1/STAT2/CD74/USP18/PTPN1/ZFP36/PSMB9/MKKS/SP100/IL4R/SELPLG/YBX3/RPS6KA5/MAPKAPK3/TRAF3/PTPN11/RAF1/SHARPIN/KRAS/PSMA2/ETV3/REL/WBP1L/TP53/SOCS2/PSMB7/CASP4/OXSR1/IL12RB1/ILK/ADIPOR1/GPR25/GBP1/SMPD4/PSMB2/VRK2/LIMS1/ABCA1/SOCS1/UBE2K/SEC61A1/PSMA3/CALM1/IL10RA/TNFRSF1B/TMSB4X/TRAF1/RHOA/CD38/STAT3/NLRC5/TANK/PLP2/FAS/TTLL12/YTHDF3/CASP1/SIN3A/LAMP3/PSMD12/IFIH1/CXCR3/JAK2/HLA-DPA1/NFKB1/TIMP1/NFKBIA/XBP1/CHUK/ZC3H12A/IL18R1/NFAT5/GBP5/PSMA6/ZBP1/BIRC3/CCL5/GBP4/SOCS4/TUBA1A/CASP8/TOLLIP/RELB/IKBKB/CXCR4/TRADD/CISH/EDA/GCH1/BCL2/IFI27/RIPOR2/TNFSF13B/SOCS3/OSM/NFKBIZ/CD47/FOS/PIM1/DUSP1/TNFAIP3"
"IFN_activated_DC","GO:0006954","inflammatory response",-1.7027872517413,4.84367677390143e-06,0.000571856589118738,0.00051955867632627,304,"CASP4/HLA-DRB1/CST7/GBP1/SLC39A8/GZMB/RB1/CALHM2/NAMPT/IL10RA/TNFRSF1B/TMSB4X/TRAF1/PSTPIP1/STAT3/ARNT/ITGB1/CASP1/MTOR/SYT11/PPP2CA/PRKAR1A/SELENOS/PJA2/CXCR3/JAK2/NFKB1/PRKAR2A/ITCH/NFKBIA/XBP1/CHUK/TNIP1/ZC3H12A/IL18R1/RHBDF2/PDCD4/ABCD2/GBP5/PSMA6/APOL3/ZBP1/RBX1/TRIM11/BIRC3/CCL5/CASP8/RORA/AHR/NKG7/TOLLIP/ZDHHC5/RELB/IKBKB/CXCR4/TRADD/GZMK/IFI27/LGALS1/OSM/CD69/NFKBIZ/CD47/NEAT1/FUT7/FOS/PTGER2/TNFAIP3/GZMA"
"CD14_CD163_macrophage","GO:0001817","regulation of cytokine production",-1.63820381117976,2.66993258150703e-06,0.000603849752184174,0.000437676463287804,445,"MUL1/ARRB1/MAPK13/PSMA2/ARNT/PSMA5/MORC3/IL18RAP/IFI16/EIF2AK2/TRAF6/ZC3HAV1/SULF2/NFAM1/CD47/RPS6KA5/LAMTOR5/CLU/ZBTB17/PSMB10/HAVCR2/RBX1/F2R/RUNX1/FCGR3A/PIBF1/ZNF683/TLR7/IFNGR1/IKBKE/APPL1/UBA5/PSMA1/RAB1A/IL18/CARD11/BCL3/BTN3A1/HMGB1/BSG/RIPK1/TLR5/GAPDH/TANK/IL12RB1/SMAD3/JAK2/PTPRC/CCR2/PRNP/TSPO/BCL10/ITCH/IFNG/DDX3X/TIGIT/ZBTB45/CD86/RELB/IRAK3/ZBTB20/PPHLN1/KLHL22/HLA-B/CD55/TNFRSF1B/CHID1/IFIH1/CX3CR1/LRRK2/ANXA4/PARK7/STAT1/ARFGEF2/CYLD/TLR1/ATF4/CASP8/PSMA4/RNF135/ILRUN/OSM/RIPK2/GBP1/KLF2/BTN2A1/GBP5/PDE4B/HLA-E/ZBTB1/PLCG2/LTBR/IL32/MYB/TRADD/PLAGL1/TLR6/GPATCH3/PPM1B/CD74/FFAR2/FADD/CREB1/AKAP8/MAP2K5/HLA-DRB1/ZBTB25/HLA-A/REL/EGR1/C3AR1/STAT3/HMOX1/ATG5/GPR174/IRF1/KLF4/LITAF/CLEC7A/FCN1/AKIRIN2/FCGR1A/MALT1/SLAMF6/XBP1/TBK1/PER1/ERBIN/G3BP1/ABCD2/CXCL8/ZFP36/PTPN22/TRIB2/IL15/IL1B/NLRP3/HLA-DPA1/NAIP/RORA/IL1R2/CLEC12A/NFKBIA/HLA-DPB1/TNFAIP3/CCL3"
"T_cells_unresolved","GO:0042744","hydrogen peroxide catabolic process",-2.21315010819512,1.95182503331901e-06,0.000684558270776796,0.00062314954391196,12,"PRDX6/SNCA/HBA1/HBA2/HBB"
"T_cells_unresolved","GO:0048872","homeostasis of number of cells",-1.9381128306222,1.81388665471889e-06,0.000684558270776796,0.00062314954391196,142,"FADD/SLC1A5/PSMA2/UFL1/KLF13/LYAR/PSMA3/MFHAS1/CD74/STAT5B/PTBP3/GLUL/MYB/PDE4B/PSMB3/CDK6/PSMA4/KAT7/SIVA1/STAT3/LGALS2/HEATR3/SIT1/TSC22D3/TUBA1A/DMTN/NFKBIZ/AHSP/ZFP36/SPI1/TNFSF13B/HSPA1A/HBM/TNFAIP3/HBA1/TRIM58/HBA2/HBB/HBD/ALAS2"
"CD1C_DC","GO:1990868","response to chemokine",-2.2382223265854,2.53082057996427e-06,0.000720115794252912,0.000507009045396024,31,"JAK2/CCL3/HIF1A/CCL3L1/DOCK8/GPR35/CCR1/WBP1L/RIPOR2/OXSR1/CXCR4/DUSP1"
"CD1C_DC","GO:1990869","cellular response to chemokine",-2.2382223265854,2.53082057996427e-06,0.000720115794252912,0.000507009045396024,31,"JAK2/CCL3/HIF1A/CCL3L1/DOCK8/GPR35/CCR1/WBP1L/RIPOR2/OXSR1/CXCR4/DUSP1"
"IFN_activated_DC","GO:0070269","pyroptotic inflammatory response",-2.22099550560032,6.53656604660032e-06,0.000726327838942824,0.000659903090671039,26,"CASP4/GBP1/GZMB/TRAF1/CASP1/GBP5/ZBP1/CASP8/ZDHHC5/IFI27/GZMA"
"CD1C_DC","GO:0051607","defense response to virus",-1.90206874362549,3.2758188556096e-06,0.000807816929793328,0.000568756432920866,174,"MORC3/SETD2/AZI2/TRIM22/OTUD4/ABCF3/VAMP8/ISG20/AIMP1/TRAF3IP3/ZC3HAV1/ADAR/RELA/IFITM3/TRIM5/OASL/IFIT2/ILRUN/MLKL/BCL2/OAS1/CASP1/BNIP3L/MX2/GBP1/NLRC5/PML/IFI16/IFIT5/PTPRC/TLR8/OAS2/RNASE2/OAS3/RNF135/IL1B/IFI44L/DHX58/IFI27/IFITM1/PLSCR1/PMAIP1/DDX60L/ZBP1/IRF1/PARP9/ZNFX1/DTX3L/DDX60/IFIT3/TNFAIP3/GBP5/UBE2W/EIF2AK2/RSAD2/HERC5/NFKBIZ"
"CD1C_DC","GO:0001819","positive regulation of cytokine production",-1.79879633283859,3.0752863113513e-06,0.000807816929793328,0.000568756432920866,249,"FCN1/HLA-DPA1/SETD2/IRAK3/HMGB2/CCR7/PSMB3/NOD2/IFNGR1/IL27RA/NR4A3/ATF4/HLA-A/IL18/TRAF3IP3/NLRC4/ZC3HAV1/RELA/C3AR1/SORL1/TNFRSF14/GPR65/PNP/CREB1/IL15/CD2/OAS1/CASP1/IRF4/HAVCR2/FCGR2B/JAK2/FCGR1A/POU2F2/OSM/CCL3/PSMA4/PTGER4/HIF1A/RIPK2/IFI16/PTPRC/DDX3X/MALT1/TLR8/OAS2/ADAM10/OAS3/RNF135/FCGR2A/IL1B/CEBPB/IL4R/PDE4B/LAPTM5/SMAD3/CLEC7A/DHX58/BCL10/IRF1/DDIT3/TLR5/MEFV/EGR1/HLA-E/PTGS2/NAIP/GBP5/EIF2AK2/RSAD2/STAT3/CD55/CLEC12A/EREG"
"SIGLEC1_macrophage_monocyte","GO:0006412","translation",-1.84384984400203,5.89676066386495e-07,0.000809625239148658,0.000604258282817604,232,"MRPL4/RPS15A/RPL7/EIF3L/SH3BGRL/EIF4A2/MTOR/ZC3H15/RPL12/EIF3B/RPS4X/RPL3/EEF1B2/CNBP/TNRC6A/RPL38/RGS2/HNRNPU/EIF4A1/PML/RPS3A/MTPN/FAU/RPS18/EIF4A3/EIF1AX/RPS19/HHEX/EIF2S3/RPL4/MAP3K20/RPS3/AURKAIP1/USP16/RPL36AL/RPL15/BCL3/PPP1R15B/CALR/RPL10/EIF4G2/CNOT1/EIF5A/RPS27A/RPS17/CYFIP1/EIF3F/RPL8/RPL35/MRPL52/RPLP0/CAPRIN1/EIF5/CSDE1/EIF3H/PPP1R15A/ABTB1/AIMP1/PUM2/RPL23A/MRPL20/AGO1/RPL6/RPS21/RPLP2/EEF1A1/RPS20/NEMF/RPL22/RPL39/RPS29/UPF1/EIF4EBP2/RPL24/RPS16/RBM3/EIF4E3/BTG2/RPS7/YBX3/KHDRBS1/RPS13/DDX3X/RPLP1/RPL27A/RPS24/RPS14/RPL9/RPS6/EIF1/RPS25/ZFP36"
"SIGLEC1_macrophage_monocyte","GO:0160307","protein biosynthetic process",-1.84384984400203,5.89676066386495e-07,0.000809625239148658,0.000604258282817604,232,"MRPL4/RPS15A/RPL7/EIF3L/SH3BGRL/EIF4A2/MTOR/ZC3H15/RPL12/EIF3B/RPS4X/RPL3/EEF1B2/CNBP/TNRC6A/RPL38/RGS2/HNRNPU/EIF4A1/PML/RPS3A/MTPN/FAU/RPS18/EIF4A3/EIF1AX/RPS19/HHEX/EIF2S3/RPL4/MAP3K20/RPS3/AURKAIP1/USP16/RPL36AL/RPL15/BCL3/PPP1R15B/CALR/RPL10/EIF4G2/CNOT1/EIF5A/RPS27A/RPS17/CYFIP1/EIF3F/RPL8/RPL35/MRPL52/RPLP0/CAPRIN1/EIF5/CSDE1/EIF3H/PPP1R15A/ABTB1/AIMP1/PUM2/RPL23A/MRPL20/AGO1/RPL6/RPS21/RPLP2/EEF1A1/RPS20/NEMF/RPL22/RPL39/RPS29/UPF1/EIF4EBP2/RPL24/RPS16/RBM3/EIF4E3/BTG2/RPS7/YBX3/KHDRBS1/RPS13/DDX3X/RPLP1/RPL27A/RPS24/RPS14/RPL9/RPS6/EIF1/RPS25/ZFP36"
"IFN_activated_DC","GO:0071346","cellular response to type II interferon",-2.17647587214455,9.84489781790043e-06,0.00106268639874365,0.000965500702775922,38,"NR1H2/JAK1/CDC37/PDE12/SP100/RAF1/TP53/IL12RB1/GBP1/CALM1/NLRC5/CASP1/JAK2/HLA-DPA1/GBP5/CCL5/GBP4/CD47/PIM1"
"IFN_activated_DC","GO:0043122","regulation of canonical NF-kappaB signal transduction",-1.76584255018213,1.09783028819094e-05,0.00112097373750956,0.00101845749850414,199,"TRIM22/TMEM101/RBCK1/SQSTM1/RIPK2/TBK1/SLCO3A1/BIRC2/LITAF/USP10/TAB2/CD74/TRIM25/PIDD1/FAF1/PER1/TRAF3/SHARPIN/ATP2C1/ERC1/REL/ILK/VAPA/SLC39A8/LIMS1/NAMPT/TMSB4X/TRAF1/RHOA/STAT3/NLRC5/PINK1/TANK/RHOH/CASP10/ZDHHC13/GOLT1B/CASP1/SIVA1/UBE2N/HUWE1/LTB/ITCH/PELI2/NFKBIA/OPTN/CHUK/TNIP1/ZC3H12A/NFAT5/FLNA/ZC3HAV1/ZDHHC17/PSMA6/PELI1/APOL3/RBX1/BIRC3/FBXO7/PIM2/CFLAR/CASP8/S100A4/RORA/IKBKB/TRADD/MTDH/EDA/LGALS1/TNFAIP3"
"IFN_activated_DC","GO:0071345","cellular response to cytokine stimulus",-1.63257026215767,1.093448027557e-05,0.00112097373750956,0.00101845749850414,354,"UGCG/FADD/IL23A/IL2RG/HCLS1/TRAF6/COMMD7/TRIM41/PSMA1/NSMAF/NR1H2/JAK1/ISG15/PYHIN1/CDC37/ACTN4/ARHGEF2/PDE12/SEM1/HDAC4/YTHDF2/PSMD1/EIF5A/TBK1/TNFRSF4/AGPAT2/PSMC5/BIRC2/FCER1G/PSMB3/USP10/SH2B3/ITGA4/PTPRJ/SOS1/STAT2/CD74/USP18/PTPN1/ZFP36/MKKS/SP100/IL4R/SELPLG/YBX3/RPS6KA5/TRAF3/PTPN11/RAF1/SHARPIN/KRAS/PSMA2/ETV3/WBP1L/TP53/SOCS2/PSMB7/CASP4/OXSR1/IL12RB1/ILK/ADIPOR1/GPR25/GBP1/SMPD4/PSMB2/VRK2/LIMS1/ABCA1/SOCS1/UBE2K/PSMA3/CALM1/IL10RA/TNFRSF1B/TMSB4X/TRAF1/RHOA/STAT3/NLRC5/TANK/PLP2/FAS/TTLL12/YTHDF3/CASP1/SIN3A/PSMD12/CXCR3/JAK2/HLA-DPA1/NFKB1/NFKBIA/XBP1/CHUK/ZC3H12A/IL18R1/NFAT5/GBP5/PSMA6/ZBP1/BIRC3/CCL5/GBP4/SOCS4/CASP8/TOLLIP/IKBKB/CXCR4/TRADD/CISH/EDA/IFI27/RIPOR2/TNFSF13B/SOCS3/OSM/NFKBIZ/CD47/FOS/PIM1/DUSP1/TNFAIP3"
"Cytotoxic_gamma_delta_T","GO:0002250","adaptive immune response",-1.67253428487722,5.07936018900066e-06,0.00113430133062788,0.000842420988196057,328,"TFRC/CTSH/ADCY7/ZNF683/TRBV12-4/TRDV1/HLA-DMA/PRDM16/KLRC2/SH2D1B/RAP1GAP2/TRGV10/STAT3/SASH3/LGALS9/PSMA4/TRAV29DV5/IGLV1-40/IFNG/IL21R/SMAD7/TXK/IGKV1-5/LAX1/TRBV13/IGLV1-51/TRBV10-3/TRAT1/TRBV3-1/AGER/RC3H1/SAMSN1/ZBTB1/RNF125/C1QBP/IGLV3-25/IGKV3-15/IRF4/TRBV19/JUNB/TRBV6-5/LIME1/RC3H2/HLA-DMB/CRACR2A/MTOR/IGLC2/TRAV13-2/AKIRIN2/IGHA1/TRAV8-4/SLA2/TRAV19/TRBV27/FCGR2B/CD69/CD7/IL6ST/MCOLN2/TRAV41/CD8A/TRAV22/CAMK4/TRAV14DV4/TRAV38-2DV8/CD8B/TRGV5/TRBV28/LEF1"
"CD14_CD163_macrophage","GO:0007584","response to nutrient",-2.03580501947569,5.42118634315421e-06,0.00116156050542004,0.000841910909242173,75,"PPARD/SLC27A4/TSPO/AQP3/ARSB/PIM1/NFE2L2/TPCN2/ALAD/BECN1/CD40/NFKBIZ/OXCT1/KYNU/ABCA1/CSNK1A1/MDM2/TFRC/TRIM25/BCKDHB/GCLM/SNW1/BABAM2/CXCL10/XBP1/SOD2/CPT1A/ACSL1"
"CD1C_DC","GO:2000630","positive regulation of miRNA metabolic process",-2.17442477574753,5.14747823788095e-06,0.0011900326251201,0.000837861507923493,28,"PNPT1/HIF1A/FOXO3/NR3C1/SMAD3/NEAT1/KLF4/EGR1/JUN/FOS/STAT3"
"IFN_activated_DC","GO:0031347","regulation of defense response",-1.61725535482653,1.24413976694751e-05,0.00120522052295581,0.0010949996756235,414,"RB1/UBE2K/CALHM2/PRKDC/YWHAZ/DTX3L/IL10RA/TNFRSF1B/TMSB4X/HLA-A/MAP2K6/TRAF1/CD300A/STAT3/ARNT/NLRC5/TTLL12/RNF125/YTHDF3/CASP1/SIN3A/SYT11/PPP2CA/PRKAR1A/IFIH1/SELENOS/HLA-C/PJA2/JAK2/NFKB1/SUSD4/PRKAR2A/ITCH/NFKBIA/OPTN/CHUK/TNIP1/ZC3H12A/IL18R1/RHBDF2/ZC3HAV1/NAGK/PDCD4/GBP5/PSMA6/USP15/ZBP1/DDX60/RBX1/APOBEC3G/TRIM11/BIRC3/CCL5/PAK1/CASP8/RORA/SLC15A4/AHR/POLR3F/WDFY1/NKG7/PRKCE/SEC14L1/ZDHHC5/IKBKB/CTSS/TRADD/GZMK/LGALS1/OSM/CD69/LYAR/NFKBIZ/CD47/NEAT1/FUT7/PIM1/TNFAIP3"
